id	uniprot	gene_name	description	p_value	fdr	log_fc	sub_local	ubi_part	in_mito
P27601	P27601	GNA13	Guanine nucleotide-binding protein subunit alpha-13 OS=Mus musculus GN=Gna13 PE=1 SV=1	0.10977013067127689	0.20313969448190441	-0.06595340006781113	NA	NA	FALSE
B2RSH2	B2RSH2	GNAI1	Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Mus musculus GN=Gnai1 PE=1 SV=1	0.7240827455010078	0.8079089498945423	-0.02222270321351375	NA	NA	FALSE
P08752	P08752	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Mus musculus GN=Gnai2 PE=1 SV=5	0.42872250776412446	0.5562454441121342	-0.050478528627666316	NA	NA	FALSE
Q9DC51	Q9DC51	GNAI3	Guanine nucleotide-binding protein G(k) subunit alpha OS=Mus musculus GN=Gnai3 PE=1 SV=3	0.5747168447929275	0.6873525552924975	-0.020405197814993812	NA	NA	FALSE
Q8CGK7	Q8CGK7	GNAL	Guanine nucleotide-binding protein G(olf) subunit alpha OS=Mus musculus GN=Gnal PE=1 SV=1	0.030698500606842316	0.07976215776536104	-0.144550849393821	NA	NA	FALSE
P18872	P18872	GNAO1	Guanine nucleotide-binding protein G(o) subunit alpha OS=Mus musculus GN=Gnao1 PE=1 SV=3	8.755255500214687e-4	0.00768632028468804	-0.22215137902260085	NA	NA	FALSE
P21279	P21279	GNAQ	Guanine nucleotide-binding protein G(q) subunit alpha OS=Mus musculus GN=Gnaq PE=1 SV=4	0.8867815715291162	0.9273866597925322	0.006126992286990179	NA	NA	FALSE
Q6R0H7	Q6R0H7	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Mus musculus GN=Gnas PE=1 SV=1	0.5490700498040496	0.6644289343246914	-0.02897637572463038	NA	NA	FALSE
O70443	O70443	GNAZ	Guanine nucleotide-binding protein G(z) subunit alpha OS=Mus musculus GN=Gnaz PE=1 SV=4	0.9946319301660063	0.9972865211419565	-2.9563233408832405e-4	NA	NA	FALSE
P62874	P62874	GNB1	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Mus musculus GN=Gnb1 PE=1 SV=3	0.5601663983032659	0.6744640657145193	-0.027164085762774466	NA	NA	FALSE
P62880	P62880	GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Mus musculus GN=Gnb2 PE=1 SV=3	0.6061564800807812	0.7136286058545617	-0.06470159910061299	NA	NA	FALSE
P29387	P29387	GNB4	Guanine nucleotide-binding protein subunit beta-4 OS=Mus musculus GN=Gnb4 PE=1 SV=4	0.4462060859154141	0.5709940808921675	0.03340196430697042	NA	NA	FALSE
P62881	P62881	GNB5	Guanine nucleotide-binding protein subunit beta-5 OS=Mus musculus GN=Gnb5 PE=1 SV=1	0.8953496982045104	0.9330910300348572	-0.011600189759978044	NA	NA	FALSE
Q91WG8	Q91WG8	GNE	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase OS=Mus musculus GN=Gne PE=1 SV=1	0.4033672707072905	0.5308357412737433	0.055403367268350615	NA	NA	FALSE
Q9CXP8	Q9CXP8	GNG10	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10 OS=Mus musculus GN=Gng10 PE=3 SV=1	0.8329205838107084	0.8901278407203111	-0.012212596158926536	NA	NA	FALSE
Q9DAS9	Q9DAS9	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Mus musculus GN=Gng12 PE=1 SV=3	0.8906631264501206	0.9292907182561309	-0.015420901144786336	NA	NA	FALSE
Q9JMF3	Q9JMF3	GNG13	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13 OS=Mus musculus GN=Gng13 PE=1 SV=1	0.5216807892967293	0.6413351684455665	-0.05966980525369338	NA	NA	FALSE
P63213	P63213	GNG2	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 OS=Mus musculus GN=Gng2 PE=1 SV=2	0.2113987032092567	0.33082532907359	0.1257991859215062	NA	NA	FALSE
P63216	P63216	GNG3	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3 OS=Mus musculus GN=Gng3 PE=1 SV=1	0.18386441926706054	0.2981778435352511	0.14678744146110229	NA	NA	FALSE
P50153	P50153	GNG4	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4 OS=Mus musculus GN=Gng4 PE=1 SV=1	0.8087780043337521	0.8701249427429686	-0.011375404553004481	NA	NA	FALSE
Q80SZ7	Q80SZ7	GNG5	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Mus musculus GN=Gng5 PE=1 SV=2	0.6406655230602629	0.7411434893179111	-0.05086423419269079	NA	NA	FALSE
Q61016	Q61016	GNG7	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7 OS=Mus musculus GN=Gng7 PE=1 SV=2	0.6295605913765392	0.7323603308648415	0.07711743340927317	NA	NA	FALSE
P36916	P36916	GNL1	Guanine nucleotide-binding protein-like 1 OS=Mus musculus GN=Gnl1 PE=1 SV=4	0.9562749239579339	0.9734395378723812	0.003427451178275819	NA	NA	FALSE
Q8CI11	Q8CI11	GNL3	Guanine nucleotide-binding protein-like 3 OS=Mus musculus GN=Gnl3 PE=1 SV=2	0.0026818205269508208	0.01578060902735408	0.22881245195261626	NA	NA	FALSE
P98192	P98192	GNPAT	Dihydroxyacetone phosphate acyltransferase OS=Mus musculus GN=Gnpat PE=1 SV=1	0.06456669515433096	0.13722890866134563	-0.15308227283513456	NA	NA	FALSE
O88958	O88958	GNPDA1	Glucosamine-6-phosphate isomerase 1 OS=Mus musculus GN=Gnpda1 PE=1 SV=3	0.021814177335370215	0.0632580803118872	-0.09277912984941593	NA	NA	FALSE
Q9CRC9	Q9CRC9	GNPDA2	Glucosamine-6-phosphate isomerase 2 OS=Mus musculus GN=Gnpda2 PE=1 SV=1	0.0056756214913337485	0.02566956791633593	0.24463808505803855	NA	NA	FALSE
Q6S5C2	Q6S5C2	GNPTG	N-acetylglucosamine-1-phosphotransferase subunit gamma OS=Mus musculus GN=Gnptg PE=1 SV=1	4.442151607992674e-4	0.004997420558991758	0.26515198530474854	NA	NA	FALSE
Q8BFR4	Q8BFR4	GNS	N-acetylglucosamine-6-sulfatase OS=Mus musculus GN=Gns PE=1 SV=1	0.026489225373739413	0.07163428651653266	-0.13412188805625302	NA	NA	FALSE
Q9CW79	Q9CW79	GOLGA1	Golgin subfamily A member 1 OS=Mus musculus GN=Golga1 PE=1 SV=2	0.017864459813778596	0.05533471807071085	0.1890082509313394	NA	NA	FALSE
Q921M4	Q921M4	GOLGA2	Golgin subfamily A member 2 OS=Mus musculus GN=Golga2 PE=1 SV=3	0.885041470898529	0.9262061904752049	0.009831814626598212	NA	NA	FALSE
P55937	P55937	GOLGA3	Golgin subfamily A member 3 OS=Mus musculus GN=Golga3 PE=1 SV=3	0.0042706038336609966	0.021017015719551165	-0.3203792377068246	NA	NA	FALSE
Q91VW5	Q91VW5	GOLGA4	Golgin subfamily A member 4 OS=Mus musculus GN=Golga4 PE=1 SV=2	0.145862101860999	0.25106423971946856	-0.0717502750368469	NA	NA	FALSE
Q9QYE6	Q9QYE6	GOLGA5	Golgin subfamily A member 5 OS=Mus musculus GN=Golga5 PE=1 SV=2	0.9926210188738493	0.9959647855399307	4.1333977674378424e-4	NA	NA	FALSE
Q91W53	Q91W53	GOLGA7	Golgin subfamily A member 7 OS=Mus musculus GN=Golga7 PE=1 SV=1	0.01860530704377541	0.056824314237702726	-0.15319568433732403	NA	NA	FALSE
Q9D428	Q9D428	GOLGA7B	Golgin subfamily A member 7B OS=Mus musculus GN=GOLGA7B PE=1 SV=1	0.004308121799729557	0.021118575123282426	-0.15450620340388574	NA	NA	FALSE
Q8BXA1	Q8BXA1	GOLIM4	Golgi integral membrane protein 4 OS=Mus musculus GN=Golim4 PE=1 SV=1	5.403436087560263e-4	0.005651921860817632	-0.34037747151455405	NA	NA	FALSE
Q91XA2	Q91XA2	GOLM1	Golgi membrane protein 1 OS=Mus musculus GN=Golm1 PE=1 SV=2	0.06270904699185796	0.1346995497713158	-0.10712947281504388	NA	NA	FALSE
Q9CRA5	Q9CRA5	GOLPH3	Golgi phosphoprotein 3 OS=Mus musculus GN=Golph3 PE=1 SV=1	0.0020720250436007752	0.013444519344110839	-0.1947434745610905	IMS	NA	TRUE
Q8BH60	Q8BH60	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein OS=Mus musculus GN=Gopc PE=1 SV=1	0.4836644763453377	0.605185296967411	-0.040460739956490015	NA	NA	FALSE
Q8BRM2	Q8BRM2	GORAB	RAB6-interacting golgin OS=Mus musculus GN=Gorab PE=1 SV=1	0.012805899956394941	0.04445052946623675	0.15960132163460802	NA	NA	FALSE
Q99JX3	Q99JX3	GORASP2	Golgi reassembly-stacking protein 2 OS=Mus musculus GN=Gorasp2 PE=1 SV=3	8.527839808990354e-4	0.007571131277394576	0.20616301398394812	NA	NA	FALSE
O88630	O88630	GOSR1	Golgi SNAP receptor complex member 1 OS=Mus musculus GN=Gosr1 PE=1 SV=2	0.12304005810709495	0.22001165269997527	0.09711901007727246	NA	NA	FALSE
O35166	O35166	GOSR2	Golgi SNAP receptor complex member 2 OS=Mus musculus GN=Gosr2 PE=1 SV=2	0.020692245293772137	0.06096561201721371	-0.23944888791186705	NA	NA	FALSE
P05201	P05201	GOT1	Aspartate aminotransferase, cytoplasmic OS=Mus musculus GN=Got1 PE=1 SV=3	0.009221300164103594	0.035825610264886946	-0.19144083951955704	NA	NA	FALSE
P05202	P05202	GOT2	Aspartate aminotransferase, mitochondrial OS=Mus musculus GN=Got2 PE=1 SV=1	0.0012794652517842617	0.009831763083428202	0.2696043429382755	MIM	NA	TRUE
Q9WTK3	Q9WTK3	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein OS=Mus musculus GN=Gpaa1 PE=1 SV=3	0.9183951856952098	0.9496713318769281	0.006934383615324824	NA	NA	FALSE
Q61586	Q61586	GPAM	Glycerol-3-phosphate acyltransferase 1, mitochondrial OS=Mus musculus GN=Gpam PE=1 SV=2	0.3234462182067137	0.4484939248244279	0.052147983429858324	Membrane	NA	TRUE
Q8C0N2	Q8C0N2	GPAT3	Glycerol-3-phosphate acyltransferase 3 OS=Mus musculus GN=Gpat3 PE=1 SV=1	0.4314419225308669	0.5587306884949425	-0.08118537223881894	NA	NA	FALSE
Q8K2C8	Q8K2C8	GPAT4	Glycerol-3-phosphate acyltransferase 4 OS=Mus musculus GN=Gpat4 PE=1 SV=1	0.9855958171590697	0.9919079185678242	0.0023859329931974526	NA	NA	FALSE
Q9QZF2	Q9QZF2	GPC1	Glypican-1 OS=Mus musculus GN=Gpc1 PE=1 SV=1	0.03707046739077453	0.09175930887585859	-0.09211866003064269	NA	NA	FALSE
Q8BKV1	Q8BKV1	GPC2	Glypican-2 OS=Mus musculus GN=Gpc2 PE=2 SV=1	0.3882651360781786	0.51606426395431515	-0.188035709992146	NA	NA	FALSE
P51655	P51655	GPC4	Glypican-4 OS=Mus musculus GN=Gpc4 PE=1 SV=2	0.40544640467714943	0.5328991933716263	0.05288146329710138	NA	NA	FALSE
Q8CAL5	Q8CAL5	GPC5	Glypican-5 OS=Mus musculus GN=Gpc5 PE=2 SV=1	0.9493198827084115	0.9696270193241533	-0.011250693872695672	NA	NA	FALSE
Q9R087	Q9R087	GPC6	Glypican-6 OS=Mus musculus GN=Gpc6 PE=1 SV=1	0.9852715186163064	0.9917723445357253	0.004186002388634518	NA	NA	FALSE
Q8C0L9	Q8C0L9	GPCPD1	Glycerophosphocholine phosphodiesterase GPCPD1 OS=Mus musculus GN=Gpcpd1 PE=1 SV=1	0.9272369108915162	0.9539254732938213	0.011408922930475131	NA	NA	FALSE
P13707	P13707	GPD1	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic OS=Mus musculus GN=Gpd1 PE=1 SV=3	0.06425923810966945	0.13680787419196133	0.12191514051372598	NA	NA	FALSE
Q3ULJ0	Q3ULJ0	GPD1L	Glycerol-3-phosphate dehydrogenase 1-like protein OS=Mus musculus GN=Gpd1l PE=1 SV=2	0.2158878857571939	0.33599868758677476	0.18257536679135308	NA	NA	FALSE
Q64521	Q64521	GPD2	Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Mus musculus GN=Gpd2 PE=1 SV=2	0.008304262134682544	0.03331825506891554	0.20096881170914008	MIM	NA	TRUE
Q8BUV3	Q8BUV3	GPHN	Gephyrin OS=Mus musculus GN=Gphn PE=1 SV=2	0.08783746930908788	0.17212511608030848	-0.1596764351393168	NA	NA	FALSE
P06745	P06745	GPI	Glucose-6-phosphate isomerase OS=Mus musculus GN=Gpi PE=1 SV=4	0.9658121549753883	0.9792762245697931	-0.002071613503282797	NA	NA	FALSE
P35802	P35802	GPM6A	Neuronal membrane glycoprotein M6-a OS=Mus musculus GN=Gpm6a PE=1 SV=1	0.07541538755832819	0.15345583902971466	0.19517696010625651	NA	NA	FALSE
P35803	P35803	GPM6B	Neuronal membrane glycoprotein M6-b OS=Mus musculus GN=Gpm6b PE=1 SV=2	0.9707719350126527	0.9828712291201267	0.002866116739560412	NA	NA	FALSE
Q8VCE2	Q8VCE2	GPN1	GPN-loop GTPase 1 OS=Mus musculus GN=Gpn1 PE=1 SV=1	0.8858705929026516	0.9266087890645628	-0.008977779728301034	NA	NA	FALSE
Q8BUV8	Q8BUV8	GPR107	Protein GPR107 OS=Mus musculus GN=Gpr107 PE=1 SV=2	0.4724754684244322	0.5961940800877191	-0.08380203278252578	NA	NA	FALSE
Q80ZU9	Q80ZU9	GPR137	Integral membrane protein GPR137 OS=Mus musculus GN=Gpr137 PE=2 SV=1	0.7704636081276687	0.8409845661991775	0.020589050092290503	NA	NA	FALSE
Q8C419	Q8C419	GPR158	Probable G-protein coupled receptor 158 OS=Mus musculus GN=Gpr158 PE=1 SV=2	0.015658162742966147	0.05061592142493708	0.30179179309022747	NA	NA	FALSE
Q3UN16	Q3UN16	GPR162	Probable G-protein coupled receptor 162 OS=Mus musculus GN=Gpr162 PE=1 SV=2	0.10879520195604034	0.20217290203060972	-0.1308726918619121	NA	NA	FALSE
Q6NS65	Q6NS65	GPR17	Uracil nucleotide/cysteinyl leukotriene receptor OS=Mus musculus GN=Gpr17 PE=2 SV=1	0.4267319444834945	0.5544678672090275	0.06460236516218831	NA	NA	FALSE
Q9EQQ3	Q9EQQ3	GPR63	Probable G-protein coupled receptor 63 OS=Mus musculus GN=Gpr63 PE=2 SV=2	0.4498218287621033	0.574396833580947	-0.14301506579446363	NA	NA	FALSE
Q8BS95	Q8BS95	GPR89A	Golgi pH regulator OS=Mus musculus GN=Gpr89a PE=1 SV=2	0.08572925507413702	0.16915977617940917	-0.11328639312245233	NA	NA	FALSE
Q5U4C1	Q5U4C1	GPRASP1	G-protein coupled receptor-associated sorting protein 1 OS=Mus musculus GN=Gprasp1 PE=1 SV=1	0.5488097994172105	0.6642425107110395	-0.041406886840770284	NA	NA	FALSE
Q8BUY8	Q8BUY8	GPRASP2	G-protein coupled receptor-associated sorting protein 2 OS=Mus musculus GN=Gprasp2 PE=1 SV=2	1.2603173672702062e-5	6.461709124815688e-4	-0.5632365421957064	NA	NA	FALSE
Q923Z0	Q923Z0	GPRC5B	G-protein coupled receptor family C group 5 member B OS=Mus musculus GN=Gprc5b PE=1 SV=1	0.24772169784888248	0.37065950420475885	-0.0808205125118251	NA	NA	FALSE
Q3UNH4	Q3UNH4	GPRIN1	G protein-regulated inducer of neurite outgrowth 1 OS=Mus musculus GN=Gprin1 PE=1 SV=2	0.15650058273724757	0.2638412327928624	-0.1481176011263488	NA	NA	FALSE
Q8BWS5	Q8BWS5	GPRIN3	G protein-regulated inducer of neurite outgrowth 3 OS=Mus musculus GN=Gprin3 PE=1 SV=1	0.03484839177326479	0.08750569672491822	-0.19264777847912595	NA	NA	FALSE
Q99LD4	Q99LD4	GPS1	COP9 signalosome complex subunit 1 OS=Mus musculus GN=Gps1 PE=1 SV=1	0.0013149734965855558	0.010018464337567177	-0.4456599569640708	NA	NA	FALSE
Q6IR34	Q6IR34	GPSM1	G-protein-signaling modulator 1 OS=Mus musculus GN=Gpsm1 PE=1 SV=3	0.015273686893137727	0.04975880808155025	0.12742303688524928	NA	NA	FALSE
Q8BGT5	Q8BGT5	GPT2	Alanine aminotransferase 2 OS=Mus musculus GN=Gpt2 PE=1 SV=1	0.5786033545574629	0.6900217316981755	0.03535240848413676	Matrix	NA	TRUE
P11352	P11352	GPX1	Glutathione peroxidase 1 OS=Mus musculus GN=Gpx1 PE=1 SV=2	0.1499996591718198	0.25677281557737625	-0.14051953818926485	Matrix	NA	TRUE
O70325	O70325	GPX4	Phospholipid hydroperoxide glutathione peroxidase, mitochondrial OS=Mus musculus GN=Gpx4 PE=1 SV=4	0.015176298221777743	0.04959652318559027	0.1715689535097138	MIM	NA	TRUE
Q99LJ6	Q99LJ6	GPX7	Glutathione peroxidase 7 OS=Mus musculus GN=Gpx7 PE=1 SV=1	0.019491620527110138	0.058502920536023954	-0.11672872105462793	NA	NA	FALSE
Q8VEF1	Q8VEF1	GRAMD1A	GRAM domain-containing protein 1A OS=Mus musculus GN=Gramd1a PE=1 SV=2	0.5724045741645162	0.6849800289648075	0.05651319584829075	NA	NA	FALSE
Q80TI0	Q80TI0	GRAMD1B	GRAM domain-containing protein 1B OS=Mus musculus GN=Gramd1b PE=1 SV=2	0.0012636229856165346	0.009761525109888593	-0.36329919851837544	NA	NA	FALSE
Q6PEM6	Q6PEM6	GRAMD3	GRAM domain-containing protein 3 OS=Mus musculus GN=Gramd3 PE=1 SV=2	0.0027312023539395975	0.015957571511769696	-0.32051010057402946	NA	NA	FALSE
Q8CB44	Q8CB44	GRAMD4	GRAM domain-containing protein 4 OS=Mus musculus GN=Gramd4 PE=1 SV=1	0.0848050297822158	0.16775947542307396	-0.2140715277119628	NA	NA	FALSE
Q9JJA9	Q9JJA9	GRASP	General receptor for phosphoinositides 1-associated scaffold protein OS=Mus musculus GN=Grasp PE=1 SV=2	0.018180058625144557	0.05598318296728948	-0.11066058124993546	NA	NA	FALSE
Q60760	Q60760	GRB10	Growth factor receptor-bound protein 10 OS=Mus musculus GN=Grb10 PE=1 SV=2	0.012862671662466312	0.04457396745081816	-0.2095307449997973	NA	NA	FALSE
Q9JLM9	Q9JLM9	GRB14	Growth factor receptor-bound protein 14 OS=Mus musculus GN=Grb14 PE=1 SV=1	0.1454176405610509	0.25057502526429015	0.18611217588341636	NA	NA	FALSE
Q60631	Q60631	GRB2	Growth factor receptor-bound protein 2 OS=Mus musculus GN=Grb2 PE=1 SV=1	0.8889045161771285	0.9280750707207377	0.009031087933682012	NA	NA	FALSE
O35127	O35127	GRCC10	Protein C10 OS=Mus musculus GN=Grcc10 PE=1 SV=1	0.010314723853231823	0.038544234723953914	0.15222441651351432	NA	NA	FALSE
Q8K5C0	Q8K5C0	GRHL2	Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1	0.584016460942457	0.6954165168846503	0.03950868438566907	NA	NA	FALSE
Q91Z53	Q91Z53	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase OS=Mus musculus GN=Grhpr PE=1 SV=1	0.08385709177909768	0.16641056760096956	0.16713740659589102	Matrix	NA	TRUE
P23818	P23818	GRIA1	Glutamate receptor 1 OS=Mus musculus GN=Gria1 PE=1 SV=1	0.04126689293098134	0.09943159294425588	0.1232793966375709	NA	NA	FALSE
P23819	P23819	GRIA2	Glutamate receptor 2 OS=Mus musculus GN=Gria2 PE=1 SV=3	0.001145637107554955	0.009151928617824066	-0.224417416163732	NA	NA	FALSE
Q9Z2W9	Q9Z2W9	GRIA3	Glutamate receptor 3 OS=Mus musculus GN=Gria3 PE=1 SV=2	1.3869062068505786e-4	0.002532343154478869	-0.23996235598561932	NA	NA	FALSE
Q9Z2W8	Q9Z2W8	GRIA4	Glutamate receptor 4 OS=Mus musculus GN=Gria4 PE=1 SV=2	8.445715898278455e-4	0.007545819212645724	-0.313678484646118	NA	NA	FALSE
Q61627	Q61627	GRID1	Glutamate receptor ionotropic, delta-1 OS=Mus musculus GN=Grid1 PE=1 SV=2	1.972597697933359e-4	0.0030390636947224534	-0.2654924630671472	NA	NA	FALSE
Q61625	Q61625	GRID2	Glutamate receptor ionotropic, delta-2 OS=Mus musculus GN=Grid2 PE=1 SV=1	0.05177645578133339	0.11700207041627182	-0.0912788051827603	NA	NA	FALSE
P39087	P39087	GRIK2	Glutamate receptor ionotropic, kainate 2 OS=Mus musculus GN=Grik2 PE=1 SV=4	1.9233442749900612e-4	0.0029852403077078988	-0.346805317941607	NA	NA	FALSE
B1AS29	B1AS29	GRIK3	Glutamate receptor ionotropic, kainate 3 OS=Mus musculus GN=Grik3 PE=1 SV=1	0.05273484351546253	0.11836492581368958	-0.16273466127393005	NA	NA	FALSE
Q61626	Q61626	GRIK5	Glutamate receptor ionotropic, kainate 5 OS=Mus musculus GN=Grik5 PE=2 SV=2	0.13909287997613434	0.2420076921335952	-0.2450656159014615	NA	NA	FALSE
P35438	P35438	GRIN1	Glutamate receptor ionotropic, NMDA 1 OS=Mus musculus GN=Grin1 PE=1 SV=1	0.012706400057521511	0.044253985697039804	-0.23147535363757998	NA	NA	FALSE
P35436	P35436	GRIN2A	Glutamate receptor ionotropic, NMDA 2A OS=Mus musculus GN=Grin2a PE=1 SV=2	4.745289237291773e-6	3.729174059668153e-4	-0.41313308651032904	NA	NA	FALSE
Q01097	Q01097	GRIN2B	Glutamate receptor ionotropic, NMDA 2B OS=Mus musculus GN=Grin2b PE=1 SV=3	3.768411307796079e-4	0.004498361208065739	-0.45074958385330316	NA	NA	FALSE
Q925T6	Q925T6	GRIP1	Glutamate receptor-interacting protein 1 OS=Mus musculus GN=Grip1 PE=1 SV=1	8.786061598048423e-7	1.6034434147364925e-4	-0.5047737738235034	NA	NA	FALSE
Q8VD04	Q8VD04	GRIPAP1	GRIP1-associated protein 1 OS=Mus musculus GN=Gripap1 PE=1 SV=1	0.5852848376375221	0.6963724546112448	0.029936788721191553	NA	NA	FALSE
Q99MK8	Q99MK8	GRK2	Beta-adrenergic receptor kinase 1 OS=Mus musculus GN=Grk2 PE=1 SV=2	0.2960438687247695	0.42142794694434077	0.04484225417720101	NA	NA	FALSE
Q8VEB1	Q8VEB1	GRK5	G protein-coupled receptor kinase 5 OS=Mus musculus GN=Grk5 PE=1 SV=2	0.004926673338714134	0.023118035809194984	0.14124583132132906	NA	NA	FALSE
O70293	O70293	GRK6	G protein-coupled receptor kinase 6 OS=Mus musculus GN=Grk6 PE=1 SV=1	0.11007873244734741	0.203469997475815	-0.3017282122351305	NA	NA	FALSE
P97772	P97772	GRM1	Metabotropic glutamate receptor 1 OS=Mus musculus GN=Grm1 PE=1 SV=2	0.016266347137546714	0.05193772401498453	-0.12380851245794186	NA	NA	FALSE
Q14BI2	Q14BI2	GRM2	Metabotropic glutamate receptor 2 OS=Mus musculus GN=Grm2 PE=1 SV=2	0.00434069522512274	0.02119519799620823	-0.20838834725770153	NA	NA	FALSE
Q9QYS2	Q9QYS2	GRM3	Metabotropic glutamate receptor 3 OS=Mus musculus GN=Grm3 PE=1 SV=1	0.7228229997744964	0.8067911962151098	0.027120319082555036	NA	NA	FALSE
Q68EF4	Q68EF4	GRM4	Metabotropic glutamate receptor 4 OS=Mus musculus GN=Grm4 PE=1 SV=2	0.46117229718149644	0.5852369078657457	-0.04231938011626201	NA	NA	FALSE
Q3UVX5	Q3UVX5	GRM5	Metabotropic glutamate receptor 5 OS=Mus musculus GN=Grm5 PE=1 SV=2	0.39891588298414815	0.526528560469687	0.04013084074172415	NA	NA	FALSE
Q68ED2	Q68ED2	GRM7	Metabotropic glutamate receptor 7 OS=Mus musculus GN=Grm7 PE=1 SV=1	0.0016764319589350843	0.011651202114598837	-0.18740772964728888	NA	NA	FALSE
P47743	P47743	GRM8	Metabotropic glutamate receptor 8 OS=Mus musculus GN=Grm8 PE=1 SV=2	0.8566144298285377	0.9076949447022707	0.014665928287463185	NA	NA	FALSE
P28798	P28798	GRN	Granulins OS=Mus musculus GN=Grn PE=1 SV=2	0.8705037924881368	0.9162041430276452	-0.02168728171174796	NA	NA	FALSE
Q99LP6	Q99LP6	GRPEL1	GrpE protein homolog 1, mitochondrial OS=Mus musculus GN=Grpel1 PE=1 SV=1	0.7358030882059811	0.8163295530402754	0.06250760039213572	Matrix	NA	TRUE
Q8C5Q4	Q8C5Q4	GRSF1	G-rich sequence factor 1 OS=Mus musculus GN=Grsf1 PE=1 SV=2	0.058980546337316385	0.12873330267741914	0.12375895802073829	Matrix	NA	TRUE
Q9D3N8	Q9D3N8	GRTP1	Growth hormone-regulated TBC protein 1 OS=Mus musculus GN=Grtp1 PE=1 SV=1	0.11565815546776062	0.21073165233056879	-0.09752166786019102	NA	NA	FALSE
Q2NL51	Q2NL51	GSK3A	Glycogen synthase kinase-3 alpha OS=Mus musculus GN=Gsk3a PE=1 SV=2	0.026017986647435896	0.0708797108062648	-0.1396136954765815	NA	NA	FALSE
Q9WV60	Q9WV60	GSK3B	Glycogen synthase kinase-3 beta OS=Mus musculus GN=Gsk3b PE=1 SV=2	0.0033158969340405537	0.018082768371773028	0.13891362255537967	NA	NA	FALSE
Q8BGR8	Q8BGR8	GSKIP	GSK3-beta interaction protein OS=Mus musculus GN=Gskip PE=2 SV=1	0.14977790122643403	0.25646339232722276	0.09055649255535825	NA	NA	FALSE
P13020	P13020	GSN	Gelsolin OS=Mus musculus GN=Gsn PE=1 SV=3	0.7380385622167461	0.8177911792144814	-0.03836166321376585	NA	NA	FALSE
Q8R050	Q8R050	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Mus musculus GN=Gspt1 PE=1 SV=2	7.886145727290027e-4	0.00726477783861548	0.2762737056166325	NA	NA	FALSE
Q149F3	Q149F3	GSPT2	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Mus musculus GN=Gspt2 PE=1 SV=1	0.00903516158506517	0.03534392477459827	0.12033021762844874	NA	NA	FALSE
P47791	P47791	GSR	Glutathione reductase, mitochondrial OS=Mus musculus GN=Gsr PE=1 SV=3	0.08266823776812299	0.16446877456730577	0.12459897583023695	Matrix	NA	TRUE
P51855	P51855	GSS	Glutathione synthetase OS=Mus musculus GN=Gss PE=1 SV=1	2.171235692428891e-4	0.003233590299081598	0.20284563372438622	NA	NA	FALSE
P24472	P24472	GSTA4	Glutathione S-transferase A4 OS=Mus musculus GN=Gsta4 PE=1 SV=3	0.0028100643419276894	0.016290039350099813	0.24286100830030655	NA	NA	FALSE
Q9DCM2	Q9DCM2	GSTK1	Glutathione S-transferase kappa 1 OS=Mus musculus GN=Gstk1 PE=1 SV=3	0.0028582439726651835	0.01647771064425873	0.26879442058618214	Matrix	NA	TRUE
P10649	P10649	GSTM1	Glutathione S-transferase Mu 1 OS=Mus musculus GN=Gstm1 PE=1 SV=2	0.0928312492756502	0.17943741168701854	-0.13398671377311372	NA	NA	FALSE
P15626	P15626	GSTM2	Glutathione S-transferase Mu 2 OS=Mus musculus GN=Gstm2 PE=1 SV=2	0.04467747391634129	0.10549306257899196	0.2143976781757519	NA	NA	FALSE
P48774	P48774	GSTM5	Glutathione S-transferase Mu 5 OS=Mus musculus GN=Gstm5 PE=1 SV=1	0.5896214438240841	0.7000090195700076	0.06618049345512093	NA	NA	FALSE
Q80W21	Q80W21	GSTM7	Glutathione S-transferase Mu 7 OS=Mus musculus GN=Gstm7 PE=1 SV=1	0.0962756413305151	0.1844423082763773	0.1681934329533564	NA	NA	FALSE
